,Unnamed: 0,평점,날짜,제목,내용
40,40,5,20.08.23.,다른 타 사이트에서 살까도 했지만 곰표 케이스가 저를 자꾸 여기로 이끌더라구요ㅎㅎㅎ 시키고 나서 언제 오나 했는데 생각보다 빨리 도착해서 깜짝 놀랬네요 ㅎㅎㅎ예전에 썼던 저가,다른 타 사이트에서 살까도 했지만 곰표 케이스가 저를 자꾸 여기로 이끌더라구요ㅎㅎㅎ 시키고 나서 언제 오나 했는데 생각보다 빨리 도착해서 깜짝 놀랬네요 ㅎㅎㅎ예전에 썼던 저가 블루투스 이어폰에 대한 실망감이 컸는지 이번에 산 갤럭시 버즈 라이브는 너무 만족합니다 제가 막귀라서 그런지는 모르겠지만 노이즈 캔슬링은 잘 작동되는지는 모르겠지만 확실히 저음쪽에 가서는 풍부한 음질과 성능을 자랑하는 것 같습니다 착용법을 여러번 찾아보고 숙지해서 착용해보려고 했는데 제가 귀에 잘 착용을 못 하는 건지 끼우는 데는 지금도 조금 애를 먹고는 있습니다만 그래도 계속 사용하다보면 익숙해질 날이 오겠죠 그래도 끈 있는 이어폰이나 저가 블루투스 이어폰보다는 확실히 가격과 성능면에서 뛰어난 것 같습니다 검은색은 지문이 묻어날 까봐 피했구 브론즈는 색상은 이뻤지만 저는 깨끗한 하얀색으로 선택했습니다 착용샷은 부끄러워서 올리지는 못했네요 어쨌든 
41,41,1,20.10.28.,삼품평을 하기도 이런 후기쓰는데 들이는 시간조차 아깝지만 판매자들 대응이 너무 어이가 없어 후기작성 합니다 고객을 알로 보는건지 그냥 물건 올려놓고 장난치면서 판매하는건지 정말,삼품평을 하기도 이런 후기쓰는데 들이는 시간조차 아깝지만 판매자들 대응이 너무 어이가 없어 후기작성 합니다 고객을 알로 보는건지 그냥 물건 올려놓고 장난치면서 판매하는건지 정말 너무너무 불쾌하고 화가 나네요 외국에 있으면서 지인한테 기분좋게 깜짝선물 보내주려 구매 했건만 판매자 대응이 아쉬움을 넘고넘어 구매자 가지고 놀면서 우롱하는 수준이라 느껴집니다 부디 다른 구매자 분들 이내용 참고 하셨으면 하는 마음에 타지에서 글상품관련 대화내용 캡쳐 사진 올려봅니다
42,42,5,20.08.11.,갤럭시 라이브 버즈 이거 물건입니다 기존 갤럭시 버즈를 년 넘게 사용하고 있었고 이번에 라이브가 나오자 마자 구매해서 사용해보니 일단 음질 통화 품질 마지막으로 착용,갤럭시 라이브 버즈 이거 물건입니다기존 갤럭시 버즈를 년 넘게 사용하고 있었고 이번에 라이브가 나오자 마자 구매해서 사용해보니 일단 음질 통화 품질 마지막으로 착용감이 아주 뛰어납니다 인이어 방식의 갤럭시 버즈는 오래끼고 있으면 이물감이 느껴지는데 갤럭시 버즈 라이브는 오래끼고 있어도 이물감 없이 아주 편안한 느낌입니다 귓구멍이 작거나 인이어 방식이 불편했던 분들께는 아주 희소식입니다 버즈 라이브 달리세요 브론즈 강추 그리고 사은품 곰표 케이스 아주 귀엽고 심플해서 성인이 쓰기에 아주 좋아요 맘에 쏙
43,43,5,20.10.09.,휴대성이 너무 좋고 음질이 제 취향에 딱 좋습니다 오픈형중에 가장 최고입니다일단 저의 음질취향은주로 걸으면서 듣기 때문에 주변소리가 살짝 나는걸 선호합니다 너무 차단되면,휴대성이 너무 좋고 음질이 제 취향에 딱 좋습니다 오픈형중에 가장 최고입니다일단 저의 음질취향은주로 걸으면서 듣기 때문에 주변소리가 살짝 나는걸 선호합니다 너무 차단되면 위험하거든요 대신 엑티브노이즈캔슬링이 있기 때문에 특히 지하철 같은곳에서 좋습니다제가 블루투스 이어폰을 사용중 통화할때 상대방이 제 목소리를 잘 못듣는걸 방지하고 싶은데 상대방이 너무 잘들린다고 했습니다 시끄러운곳에서도 잘들린다고 합니다 통화를 녹음해서 제가 들어봤는데 귀에대고 통화한 것 같습니다이러한 저의 취향과 유사하다면 갤럭시버즈라이브를 추천드립니다또한 저는 귓구멍이 좀 작은지 끼고나서 시간이 지나면 안쪽이 살짝 쑤시기는 합니다 그러니 
44,44,1,20.08.17.,일단 배송 엄청 느렸어요 일 주문했는데 일에 받았구요 제품 박스는 완전 찌그러지고 터진 상태로 도착했는데 안의 뾱뾱이 처리는 제대로 꼼꼼히 안되어있어 제품 이상 여부를 걱정해,일단 배송 엄청 느렸어요 일 주문했는데 일에 받았구요 제품 박스는 완전 찌그러지고 터진 상태로 도착했는데 안의 뾱뾱이 처리는 제대로 꼼꼼히 안되어있어 제품 이상 여부를 걱정해야 했어요 곰표 케이스는 색상 차이뿐만 아니라 까만 실같은 눈에 잘 보이는 먼지를 닦지 않고 그대로 마감해서 닦이지도 없앨 수도 없는 상태로 남아있구요 정말 오래 기다려서 출시 후 바로 주문한 버즈 라이브는 제 귀엔 잘 맞고 원래 이런 디자인을 원했던 터라 강낭콩 모양 자체는 맘에 들고 별 불만없는데 이게 무게감이 좀 있어서 익숙해지기 전엔 귀가 조금 아플 수 있어요 그리고 터치에 굉장히 예민한 편이라 처음 사용 시 불편할 수 있구요 테스트 결과 재생 시간은 시간 정도였고 피씨와 폰 페어링 및 연결이 잘 되는 것에 비해 사용 중 블루투스 연결 끊김이 심하고 노이즈 캔슬링은 작동 여부를 잘 모르겠는 단점이 있네요 보스 헤드폰과 이어폰 둘 다 노이즈 캔슬링 기능있는 걸로 사용 중이고 그거 사용하다 이거 쓰면 핸드폰으로 확인 전엔 긴가민가해요머리카락 걸림도 전혀 없고 자세 제약없이 편하게 사용 가능해서 짧은 재생 시간 및 블루투스 끊김 심한 것이 보완되어서 나온다면 재구매할 의향있어요다만 여기 판매처에 뒷통수 맞은 게 심히 다음부턴 출시되자마자 구매하는 건 안 할 듯 하네요먼저 구매한 사람이 오히려 손해보는 이 불쾌감 별로네요
45,45,3,21.04.14.,보통이에요,하얀 콩나물대가리 같이 생긴 이어폰은 귓구녕에 잘안맞기도하고 그쪽 제품들 그냥 다 꼴뵈기싫어서 갤버즈검색해보고 막귀라 프로까지 갈 필요는 없을거 같고 플러스랑 라이브 고민하다가 커널형보단 오픈타입이 왠지 강낭콩처럼 이뻐보이기도하고 귓구녕에도 잘맞을 듯 해서 시착도 안해보고 대충 구매했습니다간단설명서는 말그대로 초간단이라 쓸모가 없네요처음엔 귓구녕에 착용하는 법을 잘몰라서 헤매다가갤럭시 웨어러블 어플로 착용방법부터 사용방법까지 터득하고 사용했더니 귀에 착감기고 괜찮네요큰사이즈 고무캡으로 교체했더니 안정감도 있고가벼운러닝도 무리없을 듯막귀라 음질이 어떤지는 평가를 못하겠고노이즈캔슬링이 신세계라더만 별차이를 모르겠음그리고 기기랑 미터 정도만 떨어져도 지지직거리는데이게 원래 그런건지 불량인지 모르겠네요심지어 고개를 좌우로 스트레칭하는데 목을 돌릴때마다 지지직거리기도 합니다하루써봤는데 항상 그런 증상이 있는건 아니고 두세번 그런증상이 있었네요노이즈캔슬링이 아니고 노이즈매이킹인가 ㅡㅡ좀더 써봐야 알겠지만장점은 내 귀에는 잘 맞는다는 것도빅스비 기능되는거운동하다가 시계 볼 필요없이 빅비서 부르면 알려주니 이건 좀 편리그거말고는 저가이어폰보다 좋은지 잘모르겠네요
46,46,5,20.11.26.,배송이 하루만에 박스 안에 뽁뽁이 잘,배송이 하루만에 박스 안에 뽁뽁이 잘 둘러진채로 와서 좋았습니다 버즈플러스는 팁을 가장 작은걸로 비꿔도 귓구멍이 아팠는데 이건 오픈형이라 귓구멍도 안아프고 오래끼고 있어도 편했습니다 저처럼 인이어 끼면 귓구멍이 금새 아프거나 차음되는 입력을 싫어하시고 오픈형을 좋아하시는 분들한텐 정말 좋은 제품인것 같습니다 색상은 체험 행사때 껴보니 화이트는 끼우니 보청기같고 블랙도 예뻣는데 남편이 더 잘어울리고 저는 막상 착용해보니 브론즈가 착용시 귀걸이한듯한 느낌이라 잘 어울려서 골랐습니다 여성분들 브론즈컬러 추천합니다저보다 먼저 쓰고있던 남편의 평을 들어보자면 귀안으로 밀어넣으면 차음이되서 인이어처럼도 사용가능하다 음질도 더 좋게 들린다는데 전 귓구멍이 작아서 이렇게 안씁니다만 음질  심하게 넘어져서 핸드폰은 날아갔는데 되려 착용중이던 버즈라이브는 귀에 그대로라 놀랐다 보청기모드같은게 있어서 주변사람이 말하는 소리를 증폭시켜 들려주는 모드가 있다 귀 밖으로 덜 튀어나와서 예쁘고 옆으로 누워도 편하다
47,47,5,20.09.26.,오빠랑 같이 두개 주문했어요우선 배송 진짜 칼 배송이었어요수요일 밤에 주문 넣고 목요일에 발송 바로 해주시고금요일에 받았네요우선 연결 간단히 잘 되고 다른 저렴한 무선 이어폰들보다,오빠랑 같이 두개 주문했어요우선 배송 진짜 칼 배송이었어요수요일 밤에 주문 넣고 목요일에 발송 바로 해주시고금요일에 받았네요우선 연결 간단히 잘 되고 다른 저렴한 무선 이어폰들보다 차원이 달라요 백배 천배 좋습니다귀에 꽂자마자 연결되고 노래 바로 틀수있고 특히나 이제는 삼성도 이어폰 단자랑 충전기 단자를 통합해서 하나만 쓸수있었는데전에 쓰던 무선이 점점 맛이 가더니 아예 고장이 나버려서 한동안 유선 썼었는데 일하면서 쓰기에 걸리적거리고 어느날 정신없이 챙겨 외출 했더니 그날 잃어버렸습니다ㅠㅠ 버즈 라이브 사기전까지는 솔직히 요즘은 저렴한것도 많이 나오는데 그냥 만원 짜리 살까 했었는데 차라리 돈 좀 더 주고 오래 쓸래요 아무리 유사품이 많이 나와도 정품은 따라갈수없겠죠 다른 후기들 보면 장점도 있지만 단점도 많이 얘기가 나와서 고민했지만 우선 첫 착용 사용감은 완전 편합니다 노이즈 캔슬링이나 부가적인 부분은 더 써봐야알겠죠 암튼 저는 첫 은 다른 후기들처럼 같이 오는 부속품들이 너무 없네요 선이랑 크기다른 이어커버 그런거 하나랑 본품 보통 핸드폰 사면 투명 케이스 하나쯤 들어있어서 이것도 들어있으면 좋겠다 했는데 없네요ㅠㅠ 브론즈 케이스는 벌써 살짝 기스가 나있더라구요 얼른 케이스 사서 보호 해줘야겠어요 
48,48,5,20.08.12.,일단 디자인적으로는 강낭콩처럼 생긴게 작고 귀여워서 지금까지 사용하던 이어폰 중에서 가장 마음에드는거 같아요제 기준에서는 귀에 장착하면 귀에서 빠지지도 않고 정말 좋은거 같아요,일단 디자인적으로는 강낭콩처럼 생긴게 작고 귀여워서 지금까지 사용하던 이어폰 중에서 가장 마음에드는거 같아요제 기준에서는 귀에 장착하면 귀에서 빠지지도 않고 정말 좋은거 같아요만약 착용감에 민감하신분들은 제품 미리 착용해보시고 구매하시는 것을 권장드릴게요음질적인 부분은 제가 전문가가 아니기때문에 전문적으로 설명할수는 없지만 다른이어폰에 비해 훨씬 깔끔하고 선명하게 들리는거 같아요항상 출퇴근 시간에 이어폰을 통해서 노래를 듣는데 이전에는 잡음같은게 조금씩 들렸는데 버즈 라이브는 액티브 노이즈 캔슬링 기능덕분에 잡음도 들리지 않고 노래를 더 집중해서 통화할때는 조용한 장소에서는 많은 불편함은 없지만 아무래도 블루투스 이어폰 특징상 사람이 많거나 시끄러운 장소에서는 조금 불편한거 같아요 ㅜㅜ사은품으로 받은 곰표케이스도 정말 귀엽고 모든면에서 기대 이상으로 만족하고 있습니다만약에 사용하다가 문제가 있다면 년동안 삼성서비스센터에서 
49,49,1,21.03.26.,새상품 개봉하자마자 케이스 찍힘 및,새상품 개봉하자마자 케이스 찍힘 및 긁힘 이어폰 유닛에 자글거림이 보여서 이건 재밀봉 상품이거나 불량건이라 생각해서 교환요청 해서 교환회수지시 뜨길래 교환해주나보다 하고 있었는데 교환 송장 조회도 안되고 택배기사님도 방문하지 않으셔서 의아해하고 있던 중 몇일 뒤에 회수완료 상태로 바뀌더니 그제서야 판매자측에서 전화가 와서는 개봉후는 무조건 서비스센터 방문해야한다고하여 서비스센터 방문했음케이스는 기사분이 엄청 닦으시더니 얼룩은 아니라 판단했는지 교환해주셨으나이것도 원칙은 안되는데 한번 해준다는 식으로 말함 안에 유닛은 기사분이 닦더니 안보인다고 하길래 내가 봐도 안보임쓰다보니 자글거림은 지문이 남으면 그렇게 보인다는걸 알게됨새상품 구매했는데 페어링도 못해보고 서비스센터 왔다갔다하느라 중고품 프랑켄슈타인 구매한 진상 블랙컨슈머가 되었네요 앞으로는 공홈에서 구매해야겠다 생각했습니다인터넷 구매하신다면 무조건 개봉영상 촬영하세요그래봤자 쓸모 없긴 하지만요
50,50,5,20.08.07., 일단 배송은 엄청 빠르네요, 일단 배송은 엄청 빠르네요주문한지 시간만에 받았습니다 미스틱 브론지 색상으로 구입했는데촌스러운 컬러감은 아니고 고급진 느낌인데 여성분들에게는 좋을듯하고 남성분들은 좀 튈수도 있으나 나쁘진 않습니다요즘에는 인이어 이어폰이 많이 나오고 인이어팁도 여러가지 사이즈가 동봉되어 있기 때문에 사용자에 따라 적당한 착용감으로 구성해서 사용이 가능한데 이제품은 역시나 귀 구멍 사이즈와 형태에 따라 호불호가 갈릴듯 합니다 시간쯤 끼고 있다가 뺐더니 귀가 살짝 아프네요 다른 인이어 제품의 경우 인이어 팁을 가장 큰걸 끼우시는 분들에게 적당할듯합니다 전 보통사이즈의 팁을 끼는 정도의 구멍 사이즈인데 약간 아프네요아마도 제일 작은 팁을 사용하시던 분들은  만원대 블루투스 노이즈캔슬링 제품으로 봤을때   보다 개인적으로는 좋은듯 합니다 저음에서  오픈형 노캔 제품이라 확실히 인이어 타입보다는 소음 차단이 떨어집니다 에어팟프로와 비교해  근데 노캔 성능이 높을수록 먹먹함이 생기기 때문에 이 부분 역시 개인의 성향에 따라 호불호가 갈릴듯 합니다 이 제품은 전혀 먹먹함은 없습니다 통화품질은 확인 못해봤습니다총평  에어팟프로 수준의 먹먹함이 싫으신분 귀 구멍이 좀 크신분 드립니다 
51,51,5,21.05.21.,귀에 직접적으로 안들어가고 앞쪽에 걸치는거라 그런지 계속 껴도 귀 안은 안 아파요 근데 오래끼고있으면 귓바퀴가 좀 얼얼할때도 있어요 또 에어팟이랑은 다르게 철가루가 안붙어서 철가루,귀에 직접적으로 안들어가고 앞쪽에 걸치는거라 그런지 계속 껴도 귀 안은 안 아파요 근데 오래끼고있으면 귓바퀴가 좀 얼얼할때도 있어요 또 에어팟이랑은 다르게 철가루가 안붙어서 철가루방지스티커 살필요도 없었어요 근데 자석이 좀 약해서 에어팟처럼 넣으면 착 붙는 그런 느낌은 없고 가끔 케이스에 유닛을 넣다가 떨어뜨린적도 몇번 있어요 뭐 다 장단점이 있는거지만 일단 저는 귀 안이 편한게 마음에 들어서 만족하면서 쓰고있습니다
52,52,5,20.08.25.,오픈형이라 귀를 가득 채워서 외부소리를 막는 느낌은 크지 않습니다그래도 외부에서 들으면 쓸데없는 소리가 걸러지는걸 느낄 수 있었습니다음질을 평가하기엔 제 귀 성능이 낮아서 원래 쓰,오픈형이라 귀를 가득 채워서 외부소리를 막는 느낌은 크지 않습니다그래도 외부에서 들으면 쓸데없는 소리가 걸러지는걸 느낄 수 있었습니다음질을 평가하기엔 제 귀 성능이 낮아서 원래 쓰던 것보다 부드럽고 깔끔하게 들린다 정도입니다원래 삼성  작고 가벼워서 들고 다니기도 좋습니다아 강낭콩은 처음이라 귀에 착용하면서 이게 맞게 착용한건가 싶었으며뛰면 떨어지진 않겠지 라는 생각은 들더라구요
53,53,5,21.03.11.,너무 잘쓰고 있어요 사과쓰다가 배터리가 수명이 다되서 넘어왔는데 터치로 볼륨 조절이 가능하다는게 너무 편함 처음에는 터치 위치 적응이 안되서 좀 헤맸는데 쓰다보니 대강 그 언저,너무 잘쓰고 있어요 사과쓰다가 배터리가 수명이 다되서 넘어왔는데 터치로 볼륨 조절이 가능하다는게 너무 편함 처음에는 터치 위치 적응이 안되서 좀 헤맸는데 쓰다보니 대강 그 언저리쯤 두드리고 안되면 좀 위 좀 아래 그렇게 쓰고 있음 ㅋㅋㅋ노이즈 캔슬링도 나쁘지 않네여 다른 캔슬링 제품은 안써봐서 모르겠지만 노이즈 캔슬링이 있으니 시끄러운 차도 옆에 걸어가면서도 볼륨을 안키워도 되니까 귀가 좀 덜 피로한 느낌이에요 그전에는 대로변에서 듣다가 골목으로 들어오면 내가 이렇게 크게 들었다는거에 좀 현타 왔는데 이거는 집이건 밖이건 단점을 찾으라면  거 같아요 제품 스펙을 정확히 비교안해봐서 모르겠는데 에어팟보다 블루투스 거리가 조금 떨어지는 느낌 집에서 폰 두고 이쯤에서 에어팟이 끊겼다면 한 두걸음 전에 라이브는 끊기는 느낌 근데 뭐 폰 두고 저 멀리 갈 것도 아니고 ㅋㅋㅋ 그정도는 쓰는데 불편하지 않아서 역시 잘 산거 같습니다 ㅎㅎㅎ 색깔은 레드가 진리
54,54,5,20.08.09.,갤럭시버즈플러스때도 존버하다가 구매한 생애 첫 무선 이어폰입니다 출시하자마자 바로 주문했는데 이번에 광주에 폭우가 내려서 배송 걱정을 했어요 예정일보다 하루 늦었지만 무사히 받,갤럭시버즈플러스때도 존버하다가 구매한 생애 첫 무선 이어폰입니다 출시하자마자 바로 주문했는데 이번에 광주에 폭우가 내려서 배송 걱정을 했어요 예정일보다 하루 늦었지만 무사히 받았습니다유툽 리뷰어들 평으로는 귀가 작으면 착용감이 별로일 수도 있다고 하던데 개인적으로 귀가 큰 편이 아닌데 불편함을 못느낍니다 무엇보다 오픈형이라 귀가 꽉 막히는 답답함이 없이 시원해요 무난한 블랙으로 선택했는데 유광이라서 은근히 튀긴 하지만 충분히 멋있어요
55,55,5,20.08.31.,확실히 버즈보다 좋아요 귀가 작은 편이라 귀가 아프거나 쉽게 빠질까 걱정했는데 생각보다 귀도 안아프고 머리를 헤드뱅잉하듯이 흔들어 봤는데도 빠지지 않았습니다 음질은 다른 후기와 마,확실히 버즈보다 좋아요 귀가 작은 편이라 귀가 아프거나 쉽게 빠질까 걱정했는데 생각보다 귀도 안아프고 머리를 헤드뱅잉하듯이 흔들어 봤는데도 빠지지 않았습니다음질은 다른 후기와 마찬가지로 저음이 굉장히 세서 베이스 소리가 강조되는 느낌이 듭니다 노이드 캔슬은슬쩍 조용해진 느낌은 드는데 크게 와닿지는 않아요 그래도 오픈형이라는 점에서 만족합니다이어폰 자체가 생각보다 큰데 이전에 그냥 버즈를 썼는데 그때보다 더 케이스와 맞닿는 자력이 셉니다 대신 더 밖으로 튀어나온 디자인이라는 점에서 더 조심히 써야할 것 같아요마감 좋아요
56,56,4,21.04.24.,원래 일반 버즈쓰다가 버즈 라이브로 갈아탔는데 확실히 착용감에서 신세계네요 일반 버즈는 오래 착용하면 귀가 항상 아팠는데 버즈라이브는 거의 없는듯한 느낌입니다음질은 좋아진건 맞,원래 일반 버즈쓰다가 버즈 라이브로 갈아탔는데 확실히 착용감에서 신세계네요 일반 버즈는 오래 착용하면 귀가 항상 아팠는데 버즈라이브는 거의 없는듯한 느낌입니다음질은 좋아진건 맞지만 막귀라서 드라마틱한 변화는 모르겟고요 배터리도 오래가고 생긴것도 너무 이뻐요 단점은 있는듯 없는듯한 노캔이랑 사람 많은곳 지하철운동장에서는 좀 끊기는 감이 있네요 제것만 그런건지 확실히 귀 모양에 따라 메불메겠지만 저는 후회없는 선택이었습니다
57,57,5,20.08.09.,에어팟 프로 나오고 바로구매했었는데왜때문인지 머리가 너무 아파서 그때 되팔고갤럭시 빈이 나온다는 소식을 듣고 계속 존버중이었습니다 콩처럼 생긴 귀여운 생김새와 오픈형이라는 것에,에어팟 프로 나오고 바로구매했었는데왜때문인지 머리가 너무 아파서 그때 되팔고갤럭시 빈이 나온다는 소식을 듣고 계속 존버중이었습니다 콩처럼 생긴 귀여운 생김새와 오픈형이라는 것에 너무 기대가 되었어요드디어 갤럭시 라이브라는 이름으로 출시가되어바로 구입했네요노이즈캔슬링도 머리아프지 꽉막힌걸 좋아하시면 라이브의 노이즈캔슬링이 아쉬우실것같은데 저는 꽉막히면 숨이막혀서 그래도 약간 선풍기의 가장 센 세기소음으로 기능을 이용해봤을땐저음은 잘 잡아주는데 고음을 못잡아준다고 느꼈어요그래도 전 이정도면 브론즈 색상이 똥색이다 이상하다 그래서 고민했는데너무 예뻐요 잘 구매했어요그리고 크기가 생각한것보다 작아요귀에도 딱 들어가고 안빠질것같아요케이스도 너무 힙하네요 감사합니다배송은 당일 보내주셨어요그런데 당일과 새벽 내내 용산에 머무른듯 보여서 계속 들어가보고 토요일에 안오면어쩌지 문의에도 안온다는 말이 많아서 맘졸였는데 토요일에 배송 완료됐어요하루걸렸네요 너무 감사해요
58,58,5,20.08.12.,일반 버즈 이용하다가 분실해서 구매했습니다오픈형을 처음 써봐서 오픈형 이 뭔지도 모르고 있었습니다ㅎ금액대가 좀 있고 모양도 특이하다보니삼성 매장 가서 시착해보고청음테스트,일반 버즈 이용하다가 분실해서 구매했습니다오픈형을 처음 써봐서 오픈형 이 뭔지도 모르고 있었습니다ㅎ금액대가 좀 있고 모양도 특이하다보니삼성 매장 가서 시착해보고청음테스트 까지 한 후에 인터넷으로 구매했습니다시 브라운으로 구매했어요ㅎ브라운블랙 고민했습니다착용이 익숙해지면 굉장히 편하고빠지지 않습니다ㅎ절대 안빠질꺼같아요ㅋ케이스가 작아져서 저같은 덜렁이는분실에 특히 조심해야할것 같아요ㅎ저는 사실 곰표 보다는 그냥 캐릭터 하고싶었는데선택권한이 없는건 좀 아쉬웠어요키링이 안들어 있어서 차키에 사용중 이던 키링빼서 달았네요저는 금액만큼의 가치를 충분히 한다고 생각합니다
59,59,5,20.08.09.,버즈 플러스를 구매하려고 벼르고 있었는데 버즈 라이브 출시일이 잡혀 주를 기다렸습니다 주문한지 하루만에 도착했고 하루 사용 해 본 결과 기다림에 후회가 없네요 언팩행사,버즈 플러스를 구매하려고 벼르고 있었는데 버즈 라이브 출시일이 잡혀 주를 기다렸습니다 주문한지 하루만에 도착했고 하루 사용 해 본 결과 기다림에 후회가 없네요 언팩행사 컬러인 미스틱브론즈를 선택할까 고민했는데 무난하게 화이트로 구매했고요 오픈형이라 노이즈캔슬링 효과를 크게 기대하지 않았습니다만 모드를 작동 했을 때와 안 했을 때 차이가 느껴질만큼 나쁘지 않았습니다 무엇보다 모양 때문에 귀에서 쉽게 빠지면 어쩌나 걱정했는데 착용한 채 잠들었다 아침에 일어나도 그대로 귀에 붙어있네요 ㅎㅎ 고급 이어폰 하고 비교하는 건 말이 안 되지만 음질도 이 정도면 만원짜리 보급형 이어폰 수준 이상은 되는 것 같아 만족합니다 네이버쇼핑에서 구매하니 곰표 케이스가 같이 왔는데 이 것도 다른 케이스들 보다 특색있고 깔끔하고 좋은 것 같네요
60,60,5,20.09.17.,갤럭시유저인데 에어팟 선물받아서 쓰다가 버즈라이브로 넘어왔어요 일단 역시 같은 삼성꺼를 사용해야한다는 생각이 마구 들었습니다 에어팟을 사용할때 페어링이 잘 안되거나 음질에 문제,갤럭시유저인데 에어팟 선물받아서 쓰다가 버즈라이브로 넘어왔어요 일단 역시 같은 삼성꺼를 사용해야한다는 생각이 마구 들었습니다 에어팟을 사용할때 페어링이 잘 안되거나 음질에 문제가 있던적이 여러번 있었는데 버즈는 그런문제 하나없이 음질이 너무 깨끗하고 생생하게 잘 들립니다 특히 음악들을때 차이가 조금 더 느껴지는것 같아요디자인적인 요소는 두말할 필요없이 예쁘게 잘 나온것같아요 완두콩에 끼우는 이어캡 같이 와서 끼웠는데 귀에 더 잘붙어있네요한달정도 고민하고샀는데 고민은 배송을 늦출뿐이었네요 
61,61,5,20.08.16.,다른 쇼핑몰에서 주는 케이스는 다 맘에 들지 않았습니다 맘에 들지않는 케이스를 받게되면 필히 이중구매 할 것이기 때문에 여기서 구입이번 라이브 참 호불호가 많이 갈리는,다른 쇼핑몰에서 주는 케이스는 다 맘에 들지 않았습니다 맘에 들지않는 케이스를 받게되면 필히 이중구매 할 것이기 때문에 여기서 구입이번 라이브 참 호불호가 많이 갈리는 제품인데 다행히 저한테는 기본 버즈 대비 만족스러웠습니다제가 일주일 가량 사용해보니 버즈 플러스 쓰시는 분들은 굳이 라이브로 갈아탈 필요는 없을 것 같구요 세대 버즈 쓰시는 분들은 갈아타도 좋을 것 같습니다세대 버즈보다 배터리 음질 통화품질 게임 레이턴시 등등 거의 모든면에서 낫습니다단 가능하면 가까운 디프에 가셔서 착용해보고 드립니다주변 지인 명 중 명은 착용감이 별로라고 하더군요
62,62,5,21.01.28., 만족스러운 상품은 아니지만판매자분이 제품 만들어서 파시는거 아니시니까 ㅠㅠ삼숑은 검사 제대로 안하고 물건 포장하나봐요새제품이지만 새 제품 아닌 느낌, 만족스러운 상품은 아니지만판매자분이 제품 만들어서 파시는거 아니시니까 ㅠㅠ삼숑은 검사 제대로 안하고 물건 포장하나봐요새제품이지만 새 제품 아닌 느낌물티슈르 닦일까하고 닦아봤지만 그대로네요에어팟프로 있는데도 산건데흑흑
63,63,5,20.11.06.,단점 소음이 큰 곳에서 주 사,단점 소음이 큰 곳에서 주 사용한다면 노캔은 기대하지마세요 귓구녕에 아무리 쑤셔넣고 골무 끼워도 소용없습니다 체감상 에어팟프로 절반수준이고  보다 못합니다 다만 현장근무시 공사현장이나 공장소음 환경이더라도 노캔이 꺼졌나 싶을때도 있지만 다소 아쉬워도 노동요 감상은 충분히 가능한 수준입니다장점 소음 공간이 아니면 일상 생활에선 가격대비 완전 좋아요 음질은 안드로이드 기준 에어팟프로보다 좋고 의 준동급 편의성은 음성호출이 지원되어 편리합니다 에어팟프로는 안드로이드에서 음성호출이 안됨 스맛폰 마이크에 대고 호출해야함 생각보다 매우 번거로움 핼맷끈에 거슬리지 않기 때문에 핼맷 쓰고 벗을 때 잃어버릴 걱정이 적습니다착용감 개인차가 있겠으나 귓구녕에 깊이 쑤셔넣어도 편합니다 은 귀털을 정리해도 가끔 거슬는데간지럽고 매우 신경쓰임 라이브는 에어팟프로 보다 쑤셔넣은 만큼 압박이 있어 피로감은 조금더 빨리 느껴지나 통신거리 휴대폰을 놓고 거리가 멀어질때 에어팟 프로 보다 블루투스 통신거리가 절반쯤 짧아요 워치가 없다면 휴대폰을 가까운 곳에 둬야합니다기타 작동이 터치 방식이라 착용시 의도치 않게 음악이 실행되는데 어짜피 음악을 듣고자 했다면 상관없겠지만 전용앱 옵션에서 터치 차단을 해두고 음성호출을 이용하면 다양한 환경에서 더 유용합니다민망하지 않다면요색상 제니레드 실물을 보기전엔 살짝 과하지 않을까 걱정했는데 꺼내는 순간 감탄했습니다
64,64,5,20.08.12.,착용감  귀가 작아서 이어폰 사용시에 항상 불편했는데 버즈는 생각보다 귀에 잘맞고 빠지지 않아서 좋았음외관  유광처리된 크레틀과 버즈 이어폰 본체가 고급스러움음질  사실 막귀,착용감  귀가 작아서 이어폰 사용시에 항상 불편했는데 버즈는 생각보다 귀에 잘맞고 빠지지 않아서 좋았음외관  유광처리된 크레틀과 버즈 이어폰 본체가 고급스러움음질  사실 막귀라서 잘 모르겠습니다 확실한건 그간 사용하던 시리즈 보다 좋음통화품질  통화품질이 역대급을 좋아짐 에어 저리가라 할정도임노이즈 켄슬링  외부소리가 아예 안들리는 수준의 노캔은 아님 하지만 낮은 음들은 확실히 줄여줘서 답답함이 적음갤럭시 유저로서 에어을 사고싶은 욕구가 항상 넘쳤지만 존버 성공했음추가로 곰표케이스 너무 멋지네요
